Date,Open,High,Low,Close
1985-07-18,134.89,134.89,134.89,134.89
1985-07-19,135.58,135.58,135.58,135.58
1985-07-20,135.56,135.56,135.56,135.56
1985-07-22,135.31,135.31,135.31,135.31
1985-07-23,135.68,135.68,135.68,135.68
1985-07-24,135.96,135.96,135.96,135.96
1985-07-25,136.07,136.07,136.07,136.07
1985-07-26,136.26,136.26,136.26,136.26
1985-07-27,136.25,136.25,136.25,136.25
1985-07-29,136.85,136.85,136.85,136.85
1985-07-30,136.91,136.91,136.91,136.91
1985-07-31,137.38,137.38,137.38,137.38
1985-08-01,137.59,137.59,137.59,137.59
1985-08-02,137.96,137.96,137.96,137.96
1985-08-03,138.75,138.75,138.75,138.75
1985-08-05,138.46,138.46,138.46,138.46
1985-08-06,137.53,137.53,137.53,137.53
1985-08-07,138.03,138.03,138.03,138.03
1985-08-08,137.19,137.19,137.19,137.19
1985-08-09,136.02,136.02,136.02,136.02
1985-08-10,135.57,135.57,135.57,135.57
1985-08-12,135.36,135.36,135.36,135.36
1985-08-13,135.5,135.5,135.5,135.5
1985-08-14,135.36,135.36,135.36,135.36
1985-08-16,134.84,134.84,134.84,134.84
1985-08-17,135.13,135.13,135.13,135.13
1985-08-19,135.63,135.63,135.63,135.63
1985-08-20,135.61,135.61,135.61,135.61
1985-08-21,136.46,136.46,136.46,136.46
1985-08-22,136.59,136.59,136.59,136.59
1985-08-23,136.38,136.38,136.38,136.38
1985-08-24,136.65,136.65,136.65,136.65
1985-08-26,136.84,136.84,136.84,136.84
1985-08-27,136.75,136.75,136.75,136.75
1985-08-28,136.47,136.47,136.47,136.47
1985-08-29,136.44,136.44,136.44,136.44
1985-08-30,136.33,136.33,136.33,136.33
1985-08-31,136.49,136.49,136.49,136.49
1985-09-02,136.03,136.03,136.03,136.03
1985-09-03,136.06,136.06,136.06,136.06
1985-09-04,135.7,135.7,135.7,135.7
1985-09-05,135.18,135.18,135.18,135.18
1985-09-06,134.87,134.87,134.87,134.87
1985-09-07,135.09,135.09,135.09,135.09
1985-09-09,134.95,134.95,134.95,134.95
1985-09-10,134.93,134.93,134.93,134.93
1985-09-11,135.53,135.53,135.53,135.53
1985-09-12,135.87,135.87,135.87,135.87
1985-09-13,135.71,135.71,135.71,135.71
1985-09-14,135.78,135.78,135.78,135.78
1985-09-16,135.72,135.72,135.72,135.72
1985-09-17,135.91,135.91,135.91,135.91
1985-09-18,135.99,135.99,135.99,135.99
1985-09-19,136.31,136.31,136.31,136.31
1985-09-20,137.01,137.01,137.01,137.01
1985-09-21,137.14,137.14,137.14,137.14
1985-09-23,137.08,137.08,137.08,137.08
1985-09-24,136.88,136.88,136.88,136.88
1985-09-25,137.36,137.36,137.36,137.36
1985-09-26,138.05,138.05,138.05,138.05
1985-09-27,138.15,138.15,138.15,138.15
1985-09-28,138.19,138.19,138.19,138.19
1985-09-30,138.91,138.91,138.91,138.91
1985-10-02,139.65,139.65,139.65,139.65
1985-10-04,140.31,140.31,140.31,140.31
1985-10-05,140.02,140.02,140.02,140.02
1985-10-07,139.19,139.19,139.19,139.19
1985-10-08,138.92,138.92,138.92,138.92
1985-10-10,138.99,138.99,138.99,138.99
1985-10-11,138.76,138.76,138.76,138.76
1985-10-12,138.65,138.65,138.65,138.65
1985-10-14,138.45,138.45,138.45,138.45
1985-10-15,138.39,138.39,138.39,138.39
1985-10-16,139.05,139.05,139.05,139.05
1985-10-17,139.42,139.42,139.42,139.42
1985-10-18,139.78,139.78,139.78,139.78
1985-10-19,139.87,139.87,139.87,139.87
1985-10-21,140.93,140.93,140.93,140.93
1985-10-22,141.24,141.24,141.24,141.24
1985-10-23,140.88,140.88,140.88,140.88
1985-10-24,142.42,142.42,142.42,142.42
1985-10-25,142.09,142.09,142.09,142.09
1985-10-26,141.93,141.93,141.93,141.93
1985-10-28,141.88,141.88,141.88,141.88
1985-10-29,141.57,141.57,141.57,141.57
1985-10-30,141.85,141.85,141.85,141.85
1985-10-31,140.89,140.89,140.89,140.89
1985-11-01,140.67,140.67,140.67,140.67
1985-11-02,141.11,141.11,141.11,141.11
1985-11-04,141.08,141.08,141.08,141.08
1985-11-05,140.65,140.65,140.65,140.65
1985-11-06,141.12,141.12,141.12,141.12
1985-11-07,141.58,141.58,141.58,141.58
1985-11-08,141.65,141.65,141.65,141.65
1985-11-09,142.37,142.37,142.37,142.37
1985-11-11,143.64,143.64,143.64,143.64
1985-11-12,144.67,144.67,144.67,144.67
1985-11-13,147.44,147.44,147.44,147.44
1985-11-14,146.65,146.65,146.65,146.65
1985-11-15,146.51,146.51,146.51,146.51
1985-11-16,147.52,147.52,147.52,147.52
1985-11-18,148.58,148.58,148.58,148.58
1985-11-19,147.48,147.48,147.48,147.48
1985-11-20,146.1,146.1,146.1,146.1
1985-11-21,145.78,145.78,145.78,145.78
1985-11-22,147.07,147.07,147.07,147.07
1985-11-23,146.94,146.94,146.94,146.94
1985-11-25,146.63,146.63,146.63,146.63
1985-11-26,146.46,146.46,146.46,146.46
1985-11-27,147.71,147.71,147.71,147.71
1985-11-28,148.37,148.37,148.37,148.37
1985-11-29,148.84,148.84,148.84,148.84
1985-11-30,150.16,150.16,150.16,150.16
1985-12-02,151.26,151.26,151.26,151.26
1985-12-03,149.74,149.74,149.74,149.74
1985-12-04,151.3,151.3,151.3,151.3
1985-12-05,152.83,152.83,152.83,152.83
1985-12-06,153.39,153.39,153.39,153.39
1985-12-07,152.71,152.71,152.71,152.71
1985-12-09,153.5,153.5,153.5,153.5
1985-12-10,155.54,155.54,155.54,155.54
1985-12-11,157.59,157.59,157.59,157.59
1985-12-12,158.17,158.17,158.17,158.17
1985-12-13,159.24,159.24,159.24,159.24
1985-12-14,158.07,158.07,158.07,158.07
1985-12-16,159.41,159.41,159.41,159.41
1985-12-17,157.66,157.66,157.66,157.66
1985-12-18,156.51,156.51,156.51,156.51
1985-12-19,156.15,156.15,156.15,156.15
1985-12-20,156.43,156.43,156.43,156.43
1985-12-21,158.29,158.29,158.29,158.29
1985-12-23,160.04,160.04,160.04,160.04
1985-12-24,162.61,162.61,162.61,162.61
1985-12-26,163.37,163.37,163.37,163.37
1986-01-04,161.4,161.4,161.4,161.4
1986-01-06,158.97,158.97,158.97,158.97
1986-01-07,157.78,157.78,157.78,157.78
1986-01-08,159.45,159.45,159.45,159.45
1986-01-09,159.43,159.43,159.43,159.43
1986-01-10,159.56,159.56,159.56,159.56
1986-01-11,160.21,160.21,160.21,160.21
1986-01-13,159.93,159.93,159.93,159.93
1986-01-14,157.25,157.25,157.25,157.25
1986-01-15,155.86,155.86,155.86,155.86
1986-01-16,155.34,155.34,155.34,155.34
1986-01-17,157.3,157.3,157.3,157.3
1986-01-18,156.47,156.47,156.47,156.47
1986-01-20,156.57,156.57,156.57,156.57
1986-01-21,155.01,155.01,155.01,155.01
1986-01-22,154.81,154.81,154.81,154.81
1986-01-23,154.1,154.1,154.1,154.1
1986-01-24,153.85,153.85,153.85,153.85
1986-01-25,155.55,155.55,155.55,155.55
1986-01-27,156.27,156.27,156.27,156.27
1986-01-28,158.13,158.13,158.13,158.13
1986-01-29,158.01,158.01,158.01,158.01
1986-01-30,159.27,159.27,159.27,159.27
1986-01-31,160.42,160.42,160.42,160.42
1986-02-01,162.45,162.45,162.45,162.45
1986-02-03,163.43,163.43,163.43,163.43
1986-02-04,162.79,162.79,162.79,162.79
1986-02-05,161.73,161.73,161.73,161.73
1986-02-06,164.04,164.04,164.04,164.04
1986-02-07,165.11,165.11,165.11,165.11
1986-02-08,165.74,165.74,165.74,165.74
1986-02-10,166.09,166.09,166.09,166.09
1986-02-11,165.27,165.27,165.27,165.27
1986-02-12,166.11,166.11,166.11,166.11
1986-02-13,167.34,167.34,167.34,167.34
1986-02-14,166.13,166.13,166.13,166.13
1986-02-15,165.75,165.75,165.75,165.75
1986-02-17,167.99,167.99,167.99,167.99
1986-02-18,169.21,169.21,169.21,169.21
1986-02-19,169.91,169.91,169.91,169.91
1986-02-20,172.53,172.53,172.53,172.53
1986-02-21,174.58,174.58,174.58,174.58
1986-02-22,174.86,174.86,174.86,174.86
1986-02-24,177.78,177.78,177.78,177.78
1986-02-25,177.51,177.51,177.51,177.51
1986-02-26,175.31,175.31,175.31,175.31
1986-02-27,174.34,174.34,174.34,174.34
1986-02-28,175.91,175.91,175.91,175.91
1986-03-03,179.33,179.33,179.33,179.33
1986-03-04,181.39,181.39,181.39,181.39
1986-03-05,183.99,183.99,183.99,183.99
1986-03-06,184.88,184.88,184.88,184.88
1986-03-07,188.21,188.21,188.21,188.21
1986-03-08,184.39,184.39,184.39,184.39
1986-03-11,188.54,188.54,188.54,188.54
1986-03-12,182.51,182.51,182.51,182.51
1986-03-13,181.68,181.68,181.68,181.68
1986-03-14,182.67,182.67,182.67,182.67
1986-03-15,185.4,185.4,185.4,185.4
1986-03-17,185.51,185.51,185.51,185.51
1986-03-18,183.0,183.0,183.0,183.0
1986-03-19,183.7,183.7,183.7,183.7
1986-03-20,185.06,185.06,185.06,185.06
1986-03-21,188.18,188.18,188.18,188.18
1986-03-22,190.1,190.1,190.1,190.1
1986-03-24,192.31,192.31,192.31,192.31
1986-03-25,191.91,191.91,191.91,191.91
1986-03-26,193.69,193.69,193.69,193.69
1986-03-27,195.45,195.45,195.45,195.45
1986-03-28,195.92,195.92,195.92,195.92
1986-03-29,198.9,198.9,198.9,198.9
1986-03-31,199.76,199.76,199.76,199.76
1986-04-01,200.15,200.15,200.15,200.15
1986-04-02,203.16,203.16,203.16,203.16
1986-04-03,202.8,202.8,202.8,202.8
1986-04-04,206.44,206.44,206.44,206.44
1986-04-07,205.34,205.34,205.34,205.34
1986-04-08,203.98,203.98,203.98,203.98
1986-04-09,204.29,204.29,204.29,204.29
1986-04-10,207.19,207.19,207.19,207.19
1986-04-11,210.4,210.4,210.4,210.4
1986-04-12,210.99,210.99,210.99,210.99
1986-04-14,211.48,211.48,211.48,211.48
1986-04-15,216.46,216.46,216.46,216.46
1986-04-16,216.94,216.94,216.94,216.94
1986-04-17,217.0,217.0,217.0,217.0
1986-04-18,214.57,214.57,214.57,214.57
1986-04-19,209.28,209.28,209.28,209.28
1986-04-21,206.84,206.84,206.84,206.84
1986-04-22,208.63,208.63,208.63,208.63
1986-04-23,202.83,202.83,202.83,202.83
1986-04-24,193.67,193.67,193.67,193.67
1986-04-25,193.39,193.39,193.39,193.39
1986-04-26,199.44,199.44,199.44,199.44
1986-04-28,201.73,201.73,201.73,201.73
1986-04-29,200.61,200.61,200.61,200.61
1986-04-30,202.91,202.91,202.91,202.91
1986-05-01,202.88,202.88,202.88,202.88
1986-05-02,206.06,206.06,206.06,206.06
1986-05-03,204.81,204.81,204.81,204.81
1986-05-06,202.58,202.58,202.58,202.58
1986-05-07,201.98,201.98,201.98,201.98
1986-05-08,200.51,200.51,200.51,200.51
1986-05-09,198.14,198.14,198.14,198.14
1986-05-10,199.95,199.95,199.95,199.95
1986-05-12,199.92,199.92,199.92,199.92
1986-05-13,200.08,200.08,200.08,200.08
1986-05-14,202.63,202.63,202.63,202.63
1986-05-15,202.23,202.23,202.23,202.23
1986-05-17,204.17,204.17,204.17,204.17
1986-05-19,207.54,207.54,207.54,207.54
1986-05-20,209.18,209.18,209.18,209.18
1986-05-21,210.55,210.55,210.55,210.55
1986-05-22,212.66,212.66,212.66,212.66
1986-05-23,212.4,212.4,212.4,212.4
1986-05-24,215.33,215.33,215.33,215.33
1986-05-26,218.05,218.05,218.05,218.05
1986-05-27,220.06,220.06,220.06,220.06
1986-05-28,222.29,222.29,222.29,222.29
1986-05-29,224.74,224.74,224.74,224.74
1986-05-30,229.47,229.47,229.47,229.47
1986-05-31,231.06,231.06,231.06,231.06
1986-06-02,231.85,231.85,231.85,231.85
1986-06-03,226.79,226.79,226.79,226.79
1986-06-04,228.57,228.57,228.57,228.57
1986-06-05,230.25,230.25,230.25,230.25
1986-06-07,230.45,230.45,230.45,230.45
1986-06-09,228.57,228.57,228.57,228.57
1986-06-10,233.56,233.56,233.56,233.56
1986-06-11,236.32,236.32,236.32,236.32
1986-06-12,236.9,236.9,236.9,236.9
1986-06-13,237.61,237.61,237.61,237.61
1986-06-14,238.91,238.91,238.91,238.91
1986-06-16,240.46,240.46,240.46,240.46
1986-06-17,243.11,243.11,243.11,243.11
1986-06-18,243.49,243.49,243.49,243.49
1986-06-19,241.4,241.4,241.4,241.4
1986-06-20,242.0,242.0,242.0,242.0
1986-06-21,245.47,245.47,245.47,245.47
1986-06-23,247.15,247.15,247.15,247.15
1986-06-24,246.2,246.2,246.2,246.2
1986-06-25,248.18,248.18,248.18,248.18
1986-06-26,250.68,250.68,250.68,250.68
1986-06-27,248.33,248.33,248.33,248.33
1986-06-28,243.56,243.56,243.56,243.56
1986-06-30,243.36,243.36,243.36,243.36
1986-07-01,249.32,249.32,249.32,249.32
1986-07-02,253.32,253.32,253.32,253.32
1986-07-03,256.54,256.54,256.54,256.54
1986-07-04,259.22,259.22,259.22,259.22
1986-07-05,262.32,262.32,262.32,262.32
1986-07-07,262.41,262.41,262.41,262.41
1986-07-08,253.85,253.85,253.85,253.85
1986-07-09,257.4,257.4,257.4,257.4
1986-07-10,256.78,256.78,256.78,256.78
1986-07-11,254.1,254.1,254.1,254.1
1986-07-12,256.28,256.28,256.28,256.28
1986-07-14,256.21,256.21,256.21,256.21
1986-07-15,256.28,256.28,256.28,256.28
1986-07-16,253.62,253.62,253.62,253.62
1986-07-18,253.33,253.33,253.33,253.33
1986-07-19,253.01,253.01,253.01,253.01
1986-07-21,254.14,254.14,254.14,254.14
1986-07-22,257.35,257.35,257.35,257.35
1986-07-23,263.97,263.97,263.97,263.97
1986-07-24,266.69,266.69,266.69,266.69
1986-07-25,266.03,266.03,266.03,266.03
1986-07-26,269.58,269.58,269.58,269.58
1986-07-28,272.35,272.35,272.35,272.35
1986-07-29,274.2,274.2,274.2,274.2
1986-07-30,274.15,274.15,274.15,274.15
1986-07-31,273.75,273.75,273.75,273.75
1986-08-01,267.56,267.56,267.56,267.56
1986-08-02,271.35,271.35,271.35,271.35
1986-08-04,270.89,270.89,270.89,270.89
1986-08-05,268.4,268.4,268.4,268.4
1986-08-06,262.51,262.51,262.51,262.51
1986-08-07,263.01,263.01,263.01,263.01
1986-08-08,267.87,267.87,267.87,267.87
1986-08-09,267.29,267.29,267.29,267.29
1986-08-11,267.73,267.73,267.73,267.73
1986-08-12,265.9,265.9,265.9,265.9
1986-08-13,266.69,266.69,266.69,266.69
1986-08-14,268.69,268.69,268.69,268.69
1986-08-16,271.33,271.33,271.33,271.33
1986-08-18,268.76,268.76,268.76,268.76
1986-08-19,272.78,272.78,272.78,272.78
1986-08-20,273.97,273.97,273.97,273.97
1986-08-21,271.51,271.51,271.51,271.51
1986-08-22,272.86,272.86,272.86,272.86
1986-08-23,271.99,271.99,271.99,271.99
1986-08-25,269.0,269.0,269.0,269.0
1986-08-26,265.18,265.18,265.18,265.18
1986-08-27,266.58,266.58,266.58,266.58
1986-08-28,263.11,263.11,263.11,263.11
1986-08-29,264.78,264.78,264.78,264.78
1986-08-30,264.64,264.64,264.64,264.64
1986-09-01,262.34,262.34,262.34,262.34
1986-09-02,263.48,263.48,263.48,263.48
1986-09-03,263.48,263.48,263.48,263.48
1986-09-04,261.13,261.13,261.13,261.13
1986-09-05,259.78,259.78,259.78,259.78
1986-09-06,261.14,261.14,261.14,261.14
1986-09-08,263.44,263.44,263.44,263.44
1986-09-09,267.05,267.05,267.05,267.05
1986-09-10,266.67,266.67,266.67,266.67
1986-09-11,268.21,268.21,268.21,268.21
1986-09-12,264.97,264.97,264.97,264.97
1986-09-13,262.69,262.69,262.69,262.69
1986-09-15,263.33,263.33,263.33,263.33
1986-09-16,266.19,266.19,266.19,266.19
1986-09-17,266.2,266.2,266.2,266.2
1986-09-20,265.94,265.94,265.94,265.94
1986-09-22,263.0,263.0,263.0,263.0
1986-09-23,260.09,260.09,260.09,260.09
1986-09-24,259.24,259.24,259.24,259.24
1986-09-25,259.95,259.95,259.95,259.95
1986-09-26,258.58,258.58,258.58,258.58
1986-09-27,255.83,255.83,255.83,255.83
1986-09-29,252.39,252.39,252.39,252.39
1986-09-30,253.45,253.45,253.45,253.45
1986-10-02,253.54,253.54,253.54,253.54
1986-10-04,253.64,253.64,253.64,253.64
1986-10-06,254.55,254.55,254.55,254.55
1986-10-07,258.43,258.43,258.43,258.43
1986-10-08,256.25,256.25,256.25,256.25
1986-10-10,253.85,253.85,253.85,253.85
1986-10-11,252.86,252.86,252.86,252.86
1986-10-13,252.33,252.33,252.33,252.33
1986-10-14,249.06,249.06,249.06,249.06
1986-10-15,245.36,245.36,245.36,245.36
1986-10-16,237.85,237.85,237.85,237.85
1986-10-17,237.5,237.5,237.5,237.5
1986-10-18,238.27,238.27,238.27,238.27
1986-10-20,241.74,241.74,241.74,241.74
1986-10-21,241.17,241.17,241.17,241.17
1986-10-22,237.34,237.34,237.34,237.34
1986-10-23,232.28,232.28,232.28,232.28
1986-10-24,225.91,225.91,225.91,225.91
1986-10-25,230.34,230.34,230.34,230.34
1986-10-27,232.42,232.42,232.42,232.42
1986-10-28,237.65,237.65,237.65,237.65
1986-10-29,243.68,243.68,243.68,243.68
1986-10-30,240.49,240.49,240.49,240.49
1986-10-31,240.79,240.79,240.79,240.79
1986-11-01,244.41,244.41,244.41,244.41
1986-11-03,249.63,249.63,249.63,249.63
1986-11-04,251.08,251.08,251.08,251.08
1986-11-05,251.65,251.65,251.65,251.65
1986-11-06,249.25,249.25,249.25,249.25
1986-11-07,252.96,252.96,252.96,252.96
1986-11-08,253.97,253.97,253.97,253.97
1986-11-10,251.39,251.39,251.39,251.39
1986-11-11,247.54,247.54,247.54,247.54
1986-11-12,250.86,250.86,250.86,250.86
1986-11-13,251.14,251.14,251.14,251.14
1986-11-14,252.61,252.61,252.61,252.61
1986-11-15,253.98,253.98,253.98,253.98
1986-11-17,258.13,258.13,258.13,258.13
1986-11-18,257.13,257.13,257.13,257.13
1986-11-19,259.21,259.21,259.21,259.21
1986-11-20,260.87,260.87,260.87,260.87
1986-11-21,264.91,264.91,264.91,264.91
1986-11-22,269.18,269.18,269.18,269.18
1986-11-24,266.01,266.01,266.01,266.01
1986-11-25,262.96,262.96,262.96,262.96
1986-11-26,266.56,266.56,266.56,266.56
1986-11-27,264.08,264.08,264.08,264.08
1986-11-28,266.5,266.5,266.5,266.5
1986-11-29,268.98,268.98,268.98,268.98
1986-12-01,275.15,275.15,275.15,275.15
1986-12-02,279.67,279.67,279.67,279.67
1986-12-03,274.87,274.87,274.87,274.87
1986-12-04,275.37,275.37,275.37,275.37
1986-12-05,270.79,270.79,270.79,270.79
1986-12-06,271.99,271.99,271.99,271.99
1986-12-08,270.73,270.73,270.73,270.73
1986-12-09,266.84,266.84,266.84,266.84
1986-12-10,269.09,269.09,269.09,269.09
1986-12-11,274.43,274.43,274.43,274.43
1986-12-12,274.8,274.8,274.8,274.8
1986-12-13,275.84,275.84,275.84,275.84
1986-12-15,277.0,277.0,277.0,277.0
1986-12-16,276.97,276.97,276.97,276.97
1986-12-17,277.35,277.35,277.35,277.35
1986-12-18,276.3,276.3,276.3,276.3
1986-12-19,272.03,272.03,272.03,272.03
1986-12-20,272.62,272.62,272.62,272.62
1986-12-22,271.31,271.31,271.31,271.31
1986-12-23,266.43,266.43,266.43,266.43
1986-12-24,270.35,270.35,270.35,270.35
1986-12-26,272.61,272.61,272.61,272.61
1987-01-05,264.82,264.82,264.82,264.82
1987-01-06,265.85,265.85,265.85,265.85
1987-01-07,274.89,274.89,274.89,274.89
1987-01-08,273.4,273.4,273.4,273.4
1987-01-09,274.18,274.18,274.18,274.18
1987-01-10,271.97,271.97,271.97,271.97
1987-01-12,276.61,276.61,276.61,276.61
1987-01-13,280.79,280.79,280.79,280.79
1987-01-14,288.35,288.35,288.35,288.35
1987-01-15,288.35,288.35,288.35,288.35
1987-01-16,291.77,291.77,291.77,291.77
1987-01-17,293.99,293.99,293.99,293.99
1987-01-19,291.57,291.57,291.57,291.57
1987-01-20,299.91,299.91,299.91,299.91
1987-01-21,301.93,301.93,301.93,301.93
1987-01-22,302.59,302.59,302.59,302.59
1987-01-23,298.27,298.27,298.27,298.27
1987-01-24,295.8,295.8,295.8,295.8
1987-01-26,297.35,297.35,297.35,297.35
1987-01-27,298.8,298.8,298.8,298.8
1987-01-28,301.56,301.56,301.56,301.56
1987-01-30,306.02,306.02,306.02,306.02
1987-01-31,310.22,310.22,310.22,310.22
1987-02-02,310.83,310.83,310.83,310.83
1987-02-03,305.52,305.52,305.52,305.52
1987-02-04,311.52,311.52,311.52,311.52
1987-02-05,314.92,314.92,314.92,314.92
1987-02-06,315.74,315.74,315.74,315.74
1987-02-07,321.73,321.73,321.73,321.73
1987-02-09,322.74,322.74,322.74,322.74
1987-02-10,317.8,317.8,317.8,317.8
1987-02-11,321.13,321.13,321.13,321.13
1987-02-12,314.56,314.56,314.56,314.56
1987-02-13,319.97,319.97,319.97,319.97
1987-02-14,320.37,320.37,320.37,320.37
1987-02-16,317.96,317.96,317.96,317.96
1987-02-17,315.07,315.07,315.07,315.07
1987-02-18,317.57,317.57,317.57,317.57
1987-02-19,320.17,320.17,320.17,320.17
1987-02-20,323.32,323.32,323.32,323.32
1987-02-21,324.96,324.96,324.96,324.96
1987-02-23,323.9,323.9,323.9,323.9
1987-02-24,325.78,325.78,325.78,325.78
1987-02-25,329.45,329.45,329.45,329.45
1987-02-26,330.11,330.11,330.11,330.11
1987-02-27,332.58,332.58,332.58,332.58
1987-02-28,334.98,334.98,334.98,334.98
1987-03-02,337.85,337.85,337.85,337.85
1987-03-03,339.52,339.52,339.52,339.52
1987-03-04,344.04,344.04,344.04,344.04
1987-03-05,346.31,346.31,346.31,346.31
1987-03-06,350.51,350.51,350.51,350.51
1987-03-07,348.5,348.5,348.5,348.5
1987-03-09,348.5,348.5,348.5,348.5
1987-03-11,351.81,351.81,351.81,351.81
1987-03-12,353.09,353.09,353.09,353.09
1987-03-13,355.31,355.31,355.31,355.31
1987-03-14,359.11,359.11,359.11,359.11
1987-03-16,364.1,364.1,364.1,364.1
1987-03-17,361.98,361.98,361.98,361.98
1987-03-18,361.2,361.2,361.2,361.2
1987-03-19,365.36,365.36,365.36,365.36
1987-03-20,368.17,368.17,368.17,368.17
1987-03-21,369.62,369.62,369.62,369.62
1987-03-23,377.39,377.39,377.39,377.39
1987-03-24,380.08,380.08,380.08,380.08
1987-03-25,384.57,384.57,384.57,384.57
1987-03-26,393.41,393.41,393.41,393.41
1987-03-27,394.38,394.38,394.38,394.38
1987-03-28,389.32,389.32,389.32,389.32
1987-03-30,397.06,397.06,397.06,397.06
1987-03-31,405.13,405.13,405.13,405.13
1987-04-01,396.9,396.9,396.9,396.9
1987-04-02,398.72,398.72,398.72,398.72
1987-04-03,383.48,383.48,383.48,383.48
1987-04-04,387.24,387.24,387.24,387.24
1987-04-06,394.08,394.08,394.08,394.08
1987-04-07,390.24,390.24,390.24,390.24
1987-04-08,375.33,375.33,375.33,375.33
1987-04-09,374.09,374.09,374.09,374.09
1987-04-10,369.55,369.55,369.55,369.55
1987-04-11,363.52,363.52,363.52,363.52
1987-04-13,367.91,367.91,367.91,367.91
1987-04-14,363.78,363.78,363.78,363.78
1987-04-15,361.52,361.52,361.52,361.52
1987-04-16,361.25,361.25,361.25,361.25
1987-04-17,360.14,360.14,360.14,360.14
1987-04-18,357.51,357.51,357.51,357.51
1987-04-20,355.98,355.98,355.98,355.98
1987-04-21,361.34,361.34,361.34,361.34
1987-04-22,364.16,364.16,364.16,364.16
1987-04-23,364.59,364.59,364.59,364.59
1987-04-24,361.27,361.27,361.27,361.27
1987-04-25,357.36,357.36,357.36,357.36
1987-04-27,355.86,355.86,355.86,355.86
1987-04-28,351.1,351.1,351.1,351.1
1987-04-29,349.49,349.49,349.49,349.49
1987-04-30,358.63,358.63,358.63,358.63
1987-05-01,364.55,364.55,364.55,364.55
1987-05-02,365.68,365.68,365.68,365.68
1987-05-04,365.29,365.29,365.29,365.29
1987-05-06,369.56,369.56,369.56,369.56
1987-05-07,372.93,372.93,372.93,372.93
1987-05-08,378.31,378.31,378.31,378.31
1987-05-09,383.0,383.0,383.0,383.0
1987-05-11,382.2,382.2,382.2,382.2
1987-05-12,386.64,386.64,386.64,386.64
1987-05-13,385.39,385.39,385.39,385.39
1987-05-14,383.46,383.46,383.46,383.46
1987-05-15,386.19,386.19,386.19,386.19
1987-05-16,386.52,386.52,386.52,386.52
1987-05-18,387.68,387.68,387.68,387.68
1987-05-19,391.33,391.33,391.33,391.33
1987-05-20,392.22,392.22,392.22,392.22
1987-05-21,392.35,392.35,392.35,392.35
1987-05-22,394.68,394.68,394.68,394.68
1987-05-23,397.31,397.31,397.31,397.31
1987-05-25,397.62,397.62,397.62,397.62
1987-05-26,396.12,396.12,396.12,396.12
1987-05-27,390.34,390.34,390.34,390.34
1987-05-28,377.8,377.8,377.8,377.8
1987-05-29,384.19,384.19,384.19,384.19
1987-05-30,387.99,387.99,387.99,387.99
1987-06-01,387.44,387.44,387.44,387.44
1987-06-02,383.3,383.3,383.3,383.3
1987-06-03,381.76,381.76,381.76,381.76
1987-06-04,383.85,383.85,383.85,383.85
1987-06-05,384.96,384.96,384.96,384.96
1987-06-08,383.93,383.93,383.93,383.93
1987-06-09,386.78,386.78,386.78,386.78
1987-06-10,388.73,388.73,388.73,388.73
1987-06-11,392.03,392.03,392.03,392.03
1987-06-12,392.5,392.5,392.5,392.5
1987-06-13,385.97,385.97,385.97,385.97
1987-06-15,389.77,389.77,389.77,389.77
1987-06-16,386.03,386.03,386.03,386.03
1987-06-17,379.82,379.82,379.82,379.82
1987-06-18,388.11,388.11,388.11,388.11
1987-06-19,378.21,378.21,378.21,378.21
1987-06-20,381.01,381.01,381.01,381.01
1987-06-22,385.7,385.7,385.7,385.7
1987-06-23,387.75,387.75,387.75,387.75
1987-06-24,388.02,388.02,388.02,388.02
1987-06-25,380.9,380.9,380.9,380.9
1987-06-26,382.1,382.1,382.1,382.1
1987-06-27,387.42,387.42,387.42,387.42
1987-06-29,404.1,404.1,404.1,404.1
1987-06-30,411.76,411.76,411.76,411.76
1987-07-01,411.94,411.94,411.94,411.94
1987-07-02,411.03,411.03,411.03,411.03
1987-07-03,415.33,415.33,415.33,415.33
1987-07-04,422.16,422.16,422.16,422.16
1987-07-06,427.15,427.15,427.15,427.15
1987-07-07,433.59,433.59,433.59,433.59
1987-07-08,436.52,436.52,436.52,436.52
1987-07-09,441.02,441.02,441.02,441.02
1987-07-10,453.36,453.36,453.36,453.36
1987-07-11,466.32,466.32,466.32,466.32
1987-07-13,465.51,465.51,465.51,465.51
1987-07-14,467.3,467.3,467.3,467.3
1987-07-15,458.93,458.93,458.93,458.93
1987-07-16,460.72,460.72,460.72,460.72
1987-07-18,464.51,464.51,464.51,464.51
1987-07-20,464.7,464.7,464.7,464.7
1987-07-21,464.68,464.68,464.68,464.68
1987-07-22,463.51,463.51,463.51,463.51
1987-07-23,460.71,460.71,460.71,460.71
1987-07-24,463.73,463.73,463.73,463.73
1987-07-25,466.38,466.38,466.38,466.38
1987-07-27,467.02,467.02,467.02,467.02
1987-07-28,473.59,473.59,473.59,473.59
1987-07-29,474.98,474.98,474.98,474.98
1987-07-30,483.64,483.64,483.64,483.64
1987-07-31,485.48,485.48,485.48,485.48
1987-08-01,481.5,481.5,481.5,481.5
1987-08-03,480.92,480.92,480.92,480.92
1987-08-04,487.72,487.72,487.72,487.72
1987-08-05,491.95,491.95,491.95,491.95
1987-08-06,490.1,490.1,490.1,490.1
1987-08-07,475.66,475.66,475.66,475.66
1987-08-08,468.89,468.89,468.89,468.89
1987-08-10,481.04,481.04,481.04,481.04
